industria_clean,sugerencia_top,score_top,cand_1,score_1,cand_2,score_2,cand_3,score_3,cand_4,score_4,cand_5,score_5
industria de la tecnologia climatica,,,Servicios y Tecnologías de la Información,57.142857142857146,Logística y Cadena de Suministro,44.11764705882353,Banca de Inversión,40.74074074074074,Consultoría de Gestión,37.93103448275862,Venta al por Mayor,37.03703703703704
industria de operaciones aeroportuarias,,,Logística y Cadena de Suministro,45.070422535211264,Consultoría de Gestión,42.622950819672134,Telecomunicaciones,42.10526315789474,Servicios Profesionales,41.935483870967744,Servicios y Tecnologías de la Información,40.0
industria de plasticos,,,Consultoría de Gestión,54.54545454545455,Logística y Cadena de Suministro,44.44444444444444,Servicios Profesionales,44.44444444444444,Dispositivos Médicos,42.857142857142854,Banca de Inversión,40.0
industria del transporte,,,Logística y Cadena de Suministro,42.857142857142854,Venta al por Mayor,42.857142857142854,Venta Minorista,41.02564102564103,Consultoría de Gestión,39.130434782608695,Educación Superior,38.095238095238095
industria farmaceutica,,,Productos Farmacéuticos,57.77777777777778,Logística y Cadena de Suministro,44.44444444444444,Marketing y Publicidad,40.90909090909091,Educación Superior,40.0,Telecomunicaciones,40.0
industria ferroviaria,,,Venta Minorista,44.44444444444444,Hospitales y Atención Sanitaria,38.46153846153846,Logística y Cadena de Suministro,37.735849056603776,Desarrollo de Software,37.2093023255814,Servicios Profesionales,36.36363636363637
industria lactea,,,Venta Minorista,51.61290322580645,Consultoría de Gestión,42.10526315789474,"Sanidad, Bienestar y Ejercicio",39.130434782608695,Hospitales y Atención Sanitaria,38.297872340425535,Dispositivos Médicos,33.33333333333333
industria manufacturera,,,Venta Minorista,47.36842105263158,Hospitales y Atención Sanitaria,40.74074074074074,Logística y Cadena de Suministro,40.0,"Sanidad, Bienestar y Ejercicio",37.735849056603776,Consultoría de Gestión,35.55555555555556
industria manufacturera maquinaria y equipo,,,Hospitales y Atención Sanitaria,43.24324324324324,"Sanidad, Bienestar y Ejercicio",41.0958904109589,Logística y Cadena de Suministro,37.333333333333336,Venta Minorista,34.48275862068965,Consultoría de Gestión,33.84615384615384
industria quimica,,,Venta Minorista,43.75,"Sanidad, Bienestar y Ejercicio",38.297872340425535,Dispositivos Médicos,37.83783783783784,Hospitales y Atención Sanitaria,37.5,Logística y Cadena de Suministro,36.734693877551024
industria textil,,,Venta Minorista,51.61290322580645,Consultoría de Gestión,47.36842105263158,Educación Superior,35.294117647058826,"Sanidad, Bienestar y Ejercicio",34.78260869565217,Hospitales y Atención Sanitaria,34.04255319148936
industria textil y moda,,,Consultoría de Gestión,44.44444444444444,Logística y Cadena de Suministro,43.63636363636363,Venta Minorista,42.10526315789474,"Sanidad, Bienestar y Ejercicio",41.509433962264154,Hospitales y Atención Sanitaria,40.74074074074074
industria textil y moda buenos aires,,,Logística y Cadena de Suministro,47.05882352941177,Venta al por Mayor,40.74074074074074,"Sanidad, Bienestar y Ejercicio",39.39393939393939,Venta Minorista,39.21568627450981,Servicios y Tecnologías de la Información,38.96103896103896
industria textil y moda para la venta minorista,,,Logística y Cadena de Suministro,43.037974683544306,Venta Minorista,41.935483870967744,Hospitales y Atención Sanitaria,41.02564102564103,Servicios y Tecnologías de la Información,40.90909090909091,"Sanidad, Bienestar y Ejercicio",38.96103896103896
industrial,,,Venta Minorista,40.0,Educación Superior,35.71428571428571,"Sanidad, Bienestar y Ejercicio",35.0,Hospitales y Atención Sanitaria,34.14634146341463,Petróleo y Gas,33.33333333333333
industrial equipment&machinery,,,Hospitales y Atención Sanitaria,39.34426229508197,Educación Superior,37.5,Telecomunicaciones,37.5,"Sanidad, Bienestar y Ejercicio",36.666666666666664,Venta Minorista,35.55555555555556
industrial forestal,,,Venta Minorista,52.94117647058823,Hospitales y Atención Sanitaria,44.0,Venta al por Mayor,43.24324324324324,Logística y Cadena de Suministro,39.21568627450981,Consultoría de Gestión,39.02439024390244
industrial machinery & components,,,Hospitales y Atención Sanitaria,40.625,Consultoría de Gestión,40.0,Logística y Cadena de Suministro,40.0,Telecomunicaciones,39.21568627450981,Servicios Profesionales,35.71428571428571
industrial manufacturing,,,Hospitales y Atención Sanitaria,43.63636363636363,Venta Minorista,41.02564102564103,Consultoría de Gestión,39.130434782608695,"Sanidad, Bienestar y Ejercicio",37.03703703703704,Logística y Cadena de Suministro,35.71428571428571
industrializadora de maderas,,,Consultoría de Gestión,48.0,"Sanidad, Bienestar y Ejercicio",41.37931034482759,Hospitales y Atención Sanitaria,40.67796610169491,Desarrollo de Software,40.0,Banca de Inversión,39.130434782608695
informacion y comunicaciones,,,Telecomunicaciones,60.869565217391305,Educación Superior,43.47826086956522,Servicios Profesionales,43.13725490196079,"Sanidad, Bienestar y Ejercicio",41.37931034482759,Hospitales y Atención Sanitaria,40.67796610169491
information services,,,Servicios y Tecnologías de la Información,52.459016393442624,Servicios Profesionales,51.16279069767442,Servicios Públicos,47.36842105263158,Productos Farmacéuticos,46.51162790697674,Dispositivos Médicos,45.0
infraestructura,,,Venta Minorista,46.666666666666664,Productos Farmacéuticos,36.8421052631579,Servicios Profesionales,36.8421052631579,"Sanidad, Bienestar y Ejercicio",35.55555555555556,Hospitales y Atención Sanitaria,34.78260869565217
infraestructura redes y soluciones,,,"Sanidad, Bienestar y Ejercicio",43.75,Consultoría de Gestión,42.857142857142854,Servicios y Tecnologías de la Información,40.0,Logística y Cadena de Suministro,39.39393939393939,Productos Farmacéuticos,38.59649122807018
infraestructura vial,,,Venta Minorista,45.714285714285715,"Sanidad, Bienestar y Ejercicio",40.0,Consultoría de Gestión,38.095238095238095,Servicios Profesionales,37.2093023255814,Venta al por Mayor,36.8421052631579
infraestructura y analisis de datos,,,Logística y Cadena de Suministro,50.74626865671642,Hospitales y Atención Sanitaria,42.42424242424242,Consultoría de Gestión,42.10526315789474,Servicios y Tecnologías de la Información,42.10526315789474,Envases y Embalajes,40.74074074074074
ingenieria,,,Venta Minorista,40.0,Hospitales y Atención Sanitaria,39.02439024390244,Marketing y Publicidad,37.5,Servicios Profesionales,36.36363636363637,Banca de Inversión,35.71428571428571
ingenieria civil,,,Hospitales y Atención Sanitaria,42.5531914893617,Venta Minorista,38.70967741935484,Banca de Inversión,35.294117647058826,Educación Superior,35.294117647058826,Marketing y Publicidad,31.578947368421055
ingenieria construccion diseno y fabricacion de sistemas de tuberias y concreto centrifugado,,,Servicios y Tecnologías de la Información,40.625,Logística y Cadena de Suministro,36.97478991596638,Hospitales y Atención Sanitaria,35.593220338983045,"Sanidad, Bienestar y Ejercicio",32.47863247863248,Servicios Profesionales,29.090909090909093
ingenieria industrial o mecanica,,,"Sanidad, Bienestar y Ejercicio",48.38709677419355,Hospitales y Atención Sanitaria,41.26984126984127,Logística y Cadena de Suministro,40.625,Servicios Profesionales,40.0,Servicios y Tecnologías de la Información,38.35616438356164
ingenieria y construccion de plataformas industriales,,,Hospitales y Atención Sanitaria,47.61904761904762,Servicios y Tecnologías de la Información,44.680851063829785,Logística y Cadena de Suministro,40.0,Servicios Profesionales,39.473684210526315,Consultoría de Gestión,37.333333333333336
ingenieria y tecnologia industrial,,,Servicios y Tecnologías de la Información,50.666666666666664,"Sanidad, Bienestar y Ejercicio",46.875,Hospitales y Atención Sanitaria,43.07692307692308,Logística y Cadena de Suministro,42.42424242424242,Venta Minorista,40.816326530612244
ingeniria,,,Venta Minorista,41.666666666666664,Hospitales y Atención Sanitaria,40.0,Marketing y Publicidad,38.70967741935484,Educación Superior,37.03703703703704,Servicios Profesionales,31.25
instalaciones recreativas,,,Hospitales y Atención Sanitaria,46.42857142857143,Productos Farmacéuticos,45.833333333333336,Servicios Profesionales,45.833333333333336,Venta Minorista,45.0,"Sanidad, Bienestar y Ejercicio",43.63636363636363
international trade & development,,,Telecomunicaciones,43.13725490196079,Consultoría de Gestión,40.0,Logística y Cadena de Suministro,40.0,Banca de Inversión,39.21568627450981,Venta al por Mayor,35.294117647058826
internet,,,Venta Minorista,52.17391304347826,Banca de Inversión,38.46153846153846,Consultoría de Gestión,33.33333333333333,"Sanidad, Bienestar y Ejercicio",31.578947368421055,Educación Superior,30.769230769230774
investigacion,,,"Sanidad, Bienestar y Ejercicio",46.51162790697674,Telecomunicaciones,45.16129032258065,Servicios Profesionales,44.44444444444444,Venta Minorista,42.857142857142854,Banca de Inversión,38.70967741935484
investigacion biotecnologica,,,Consultoría de Gestión,44.0,Banca de Inversión,43.47826086956522,Servicios Públicos,43.47826086956522,Telecomunicaciones,43.47826086956522,Logística y Cadena de Suministro,43.333333333333336
investigacion de mercado,,,"Sanidad, Bienestar y Ejercicio",44.44444444444444,Servicios y Tecnologías de la Información,43.07692307692308,Banca de Inversión,42.857142857142854,Educación Superior,42.857142857142854,Logística y Cadena de Suministro,42.857142857142854
investment management,,,Venta Minorista,44.44444444444444,"Sanidad, Bienestar y Ejercicio",39.21568627450981,Banca de Inversión,35.8974358974359,Hospitales y Atención Sanitaria,34.61538461538461,Consultoría de Gestión,32.55813953488372
inyeccion y soplado,,,"Sanidad, Bienestar y Ejercicio",48.97959183673469,Hospitales y Atención Sanitaria,44.0,Marketing y Publicidad,43.90243902439025,Servicios y Tecnologías de la Información,43.333333333333336,Educación Superior,37.83783783783784
judicial,,,Marketing y Publicidad,33.33333333333333,Banca,30.769230769230774,Telecomunicaciones,30.769230769230774,"Sanidad, Bienestar y Ejercicio",26.315789473684205,Venta Minorista,26.086956521739125
la industria del tabaco y de los bienes de consumo,,,Logística y Cadena de Suministro,45.56962025316456,Servicios y Tecnologías de la Información,45.45454545454545,Hospitales y Atención Sanitaria,41.02564102564103,Consultoría de Gestión,40.57971014492754,"Sanidad, Bienestar y Ejercicio",38.96103896103896
laboratorios de ideas think tanks,,,Consultoría de Gestión,47.27272727272727,Desarrollo de Software,43.63636363636363,Logística y Cadena de Suministro,43.07692307692308,Banca de Inversión,39.21568627450981,"Sanidad, Bienestar y Ejercicio",38.095238095238095
laboratorios medicos y de diagnostico,,,Logística y Cadena de Suministro,49.27536231884058,Dispositivos Médicos,49.12280701754386,Servicios y Tecnologías de la Información,46.15384615384615,Consultoría de Gestión,40.67796610169491,Productos Farmacéuticos,40.0
lacteos,,,Reaseguros,47.05882352941177,Seguros,42.857142857142854,Servicios Públicos,40.0,Telecomunicaciones,40.0,Petróleo y Gas,38.095238095238095
law practice,,,Productos Farmacéuticos,40.0,Consultoría de Gestión,35.294117647058826,Banca de Inversión,33.33333333333333,Educación Superior,33.33333333333333,Servicios Públicos,33.33333333333333
legal,,,Seguros,33.33333333333333,Reaseguros,26.66666666666667,Telecomunicaciones,26.086956521739125,Venta al por Mayor,26.086956521739125,Envases y Embalajes,25.0
legal services,,,Servicios Profesionales,54.054054054054056,Reaseguros,50.0,Servicios Públicos,50.0,Telecomunicaciones,43.75,Seguros,38.095238095238095
leisure & travel,,,Desarrollo de Software,36.8421052631579,Servicios Públicos,35.294117647058826,Envases y Embalajes,34.28571428571429,Hospitales y Atención Sanitaria,34.04255319148936,Petróleo y Gas,33.33333333333333
leisure travel & tourism,,,Venta Minorista,41.02564102564103,Hospitales y Atención Sanitaria,36.36363636363637,Reaseguros,35.294117647058826,Consultoría de Gestión,34.78260869565217,Desarrollo de Software,34.78260869565217
lessors of real estate,,,Desarrollo de Software,45.45454545454545,Venta al por Mayor,40.0,"Sanidad, Bienestar y Ejercicio",38.46153846153846,Hospitales y Atención Sanitaria,37.735849056603776,Logística y Cadena de Suministro,37.03703703703704
librerias,,,Servicios Públicos,44.44444444444444,Seguros,37.5,Telecomunicaciones,37.03703703703704,Venta Minorista,33.33333333333333,Reaseguros,31.578947368421055
licores,,,Servicios Públicos,48.0,Telecomunicaciones,48.0,Venta Minorista,36.36363636363637,Consultoría de Gestión,34.48275862068965,Productos Farmacéuticos,33.33333333333333
life sciences,,,Telecomunicaciones,45.16129032258065,Servicios Profesionales,38.888888888888886,Servicios Públicos,38.70967741935484,Envases y Embalajes,37.5,Reaseguros,34.78260869565217
lighting integrated supply solutions electrical supplies industrial supplies y engineering,,,Servicios y Tecnologías de la Información,36.0655737704918,Logística y Cadena de Suministro,33.6283185840708,"Sanidad, Bienestar y Ejercicio",30.630630630630634,Hospitales y Atención Sanitaria,30.35714285714286,Consultoría de Gestión,25.24271844660194
logistica,,,Venta Minorista,41.666666666666664,Servicios Públicos,37.03703703703704,Telecomunicaciones,37.03703703703704,Dispositivos Médicos,34.48275862068965,Logística y Cadena de Suministro,34.14634146341463
logistica y almacenamiento,,,Logística y Cadena de Suministro,48.275862068965516,Marketing y Publicidad,45.833333333333336,Hospitales y Atención Sanitaria,45.6140350877193,Servicios y Tecnologías de la Información,44.776119402985074,Envases y Embalajes,44.44444444444444
logistica y cadena de suministro,,,Logística y Cadena de Suministro,87.5,Hospitales y Atención Sanitaria,44.44444444444444,Banca de Inversión,44.0,Consultoría de Gestión,40.74074074074074,"Sanidad, Bienestar y Ejercicio",38.70967741935484
logistica y el transporte maritimo,,,Logística y Cadena de Suministro,57.57575757575758,"Sanidad, Bienestar y Ejercicio",43.75,Hospitales y Atención Sanitaria,43.07692307692308,Desarrollo de Software,39.285714285714285,Telecomunicaciones,38.46153846153846
